165 15.329 8440 0 9948.481 9218.065 9884.398 10871.145 13.901 8.735 13.927 18.990
166 15.419 8346 0 9929.176 9202.505 9874.697 10819.285 13.798 8.565 13.827 18.945
167 15.509 8346 0 9896.473 9178.535 9850.938 10751.015 13.572 8.530 13.753 18.070
168 15.598 8346 0 9880.284 9154.015 9822.623 10779.535 13.523 8.675 13.333 18.940
169 15.687 8346 0 9821.788 9134.565 9765.078 10679.140 13.327 8.515 13.225 18.445
170 15.777 8335 0 9831.831 9121.330 9782.848 10689.280 13.434 8.550 13.545 17.985
171 15.867 8335 0 9807.404 9106.575 9759.618 10651.590 13.405 8.685 13.335 18.335
172 15.956 8335 0 9796.305 9088.695 9736.978 10681.895 13.302 8.525 13.408 17.760
173 16.046 8335 0 9760.687 9078.080 9717.138 10573.940 13.229 8.680 13.402 17.260
174 16.135 8335 0 9761.389 9066.710 9710.313 10609.295 13.126 8.220 13.153 17.950
175 16.225 8335 0 9758.019 9059.685 9704.872 10615.795 13.019 8.290 13.167 17.305
176 16.314 8335 0 9753.078 9055.135 9694.828 10625.770 13.022 8.480 13.272 16.815
177 16.405 8335 0 9764.166 9047.520 9711.428 10639.025 13.377 8.385 13.313 18.560
178 16.494 8335 0 9769.183 9038.815 9720.120 10646.740 13.340 8.320 13.413 18.140
179 16.583 8335 0 9755.455 9030.125 9702.927 10638.370 13.201 8.170 13.343 17.805
180 16.673 8335 0 9736.290 9022.660 9691.638 10583.875 13.272 8.005 13.765 17.060
181 16.762 8335 0 9757.241 9016.180 9685.602 10713.220 13.255 7.965 13.372 18.195
182 16.853 8308 0 9707.109 9004.070 9658.748 10555.230 13.004 7.725 13.477 16.865
183 16.946 8308 0 9730.980 8997.850 9675.300 10631.150 13.006 7.755 13.250 17.525
184 17.040 8308 0 9744.402 8993.580 9701.147 10624.990 12.994 7.995 13.207 17.355
185 17.129 8308 0 9729.377 8981.825 9678.498 10629.565 12.913 8.485 12.910 17.350
186 17.219 8308 0 9765.510 8977.555 9718.523 10694.425 13.190 8.740 13.162 17.725
187 17.308 8308 0 9790.320 8967.185 9731.360 10790.335 13.573 8.680 13.465 18.790
188 17.398 8308 0 9774.583 8962.175 9732.815 10712.295 13.777 8.785 13.563 19.410
189 17.487 8308 0 9722.594 8950.390 9694.190 10580.010 13.556 8.855 13.513 18.385
190 17.576 8308 0 9762.195 8946.515 9716.467 10715.060 13.767 8.725 13.650 19.160
191 17.666 8308 0 9735.874 8942.575 9693.252 10657.040 13.597 8.860 13.420 18.865
192 17.755 8308 0 9682.297 8937.175 9637.815 10560.865 13.307 8.945 13.295 17.705
193 17.845 8308 0 9682.199 8933.815 9635.803 10569.770 13.460 8.850 13.538 17.835
194 17.934 8308 0 9651.157 8930.815 9606.413 10505.730 13.463 8.815 13.487 18.040
195 18.023 8308 0 9652.865 8926.045 9617.002 10487.275 13.562 8.800 13.823 17.540
196 18.112 8308 0 9705.216 8920.295 9670.700 10593.685 13.818 8.735 13.850 18.805
197 18.202 8308 0 9707.780 8916.970 9670.412 10610.695 13.770 8.720 13.852 18.575
198 18.291 8308 0 9648.590 8903.740 9602.770 10530.900 13.623 8.540 13.665 18.580
199 18.381 8308 0 9627.460 8897.495 9586.623 10479.935 13.515 8.595 13.550 18.330
200 18.470 8308 0 9691.588 8895.210 9653.648 10601.785 13.816 8.520 13.872 18.945
201 18.559 8308 0 9695.242 8892.485 9668.803 10577.315 13.889 8.490 13.990 18.985
202 18.648 8308 0 9711.276 8885.035 9679.465 10632.950 13.944 8.385 14.077 19.105
203 18.738 8308 0 9713.486 8882.435 9686.383 10625.845 14.018 8.390 14.285 18.845
204 18.827 8308 0 9682.652 8878.680 9660.968 10551.675 13.771 8.320 13.900 18.835
205 18.917 8308 0 9699.728 8875.955 9663.402 10632.480 13.671 8.205 13.732 18.955
206 19.006 8308 0 9683.011 8873.435 9658.700 10565.520 13.585 8.085 13.757 18.570
207 19.095 8308 0 9677.079 8870.830 9649.692 10565.490 13.452 8.020 13.502 18.735
208 19.184 8308 0 9693.152 8867.440 9657.357 10626.250 13.455 7.845 13.530 18.840
209 19.273 8308 0 9697.743 8867.440 9674.817 10596.825 13.382 7.830 13.590 18.310
210 19.362 8308 0 9684.083 8866.550 9662.650 10565.915 13.146 7.800 13.358 17.855
211 19.451 8308 0 9715.712 8865.325 9686.627 10653.355 13.409 7.795 13.512 18.715
212 19.541 8308 0 9711.530 8863.705 9689.353 10625.885 13.230 7.805 13.382 18.200
213 19.630 8308 0 9698.582 8861.380 9658.615 10655.685 13.208 7.660 13.403 18.170
214 19.719 8308 0 9692.470 8861.765 9673.943 10578.755 13.207 7.615 13.287 18.560
215 19.808 8308 0 9704.521 8860.360 9682.155 10615.780 13.173 7.525 13.425 18.065
216 19.897 8308 0 9728.822 8857.860 9688.948 10719.405 13.314 7.450 13.415 18.875
217 19.987 8308 0 9701.952 8854.615 9670.832 10642.650 13.029 7.210 13.185 18.380
218 20.076 8308 0 9698.200 8853.240 9680.777 10595.430 12.955 7.145 13.080 18.390
219 20.169 8308 0 9678.167 8847.080 9657.773 10570.435 12.832 7.010 13.143 17.720
220 20.258 8308 0 9658.503 8841.445 9625.835 10573.565 12.493 6.820 12.637 17.735
221 20.349 8308 0 9680.690 8837.025 9661.207 10582.805 12.557 6.855 12.770 17.620
222 20.438 8308 0 9679.905 8834.030 9642.623 10637.625 12.485 6.670 12.578 18.020
223 20.527 8308 0 9643.930 8831.565 9619.473 10529.665 12.204 6.650 12.425 17.095
224 20.616 8308 0 9640.677 8826.040 9593.380 10597.205 12.218 6.445 12.477 17.215
225 20.705 8308 0 9668.398 8824.935 9636.860 10606.475 12.294 6.525 12.607 17.125
226 20.795 8308 0 9682.044 8820.660 9655.000 10624.560 12.250 6.555 12.582 16.950
227 20.884 8308 0 9695.117 8815.550 9673.305 10640.120 12.344 6.550 12.552 17.515
228 20.973 8308 0 9704.218 8817.650 9689.272 10635.625 12.515 6.510 12.740 17.845
229 21.062 8308 0 9706.808 8811.080 9676.125 10694.585 12.451 6.545 12.607 17.890
230 21.155 8308 0 9682.186 8811.625 9673.158 10579.830 12.323 6.565 12.482 17.605
231 21.247 8308 0 9656.302 8806.220 9632.773 10576.970 12.180 6.660 12.460 16.860
232 21.336 8308 0 9624.905 8801.385 9602.528 10515.555 12.282 6.700 12.445 17.375
233 21.426 8308 0 9665.886 8797.980 9653.557 10570.780 12.565 6.750 12.568 18.370
234 21.515 8308 0 9662.175 8798.840 9632.542 10614.410 12.710 6.780 12.830 18.280
235 21.604 8308 0 9684.694 8796.560 9663.850 10635.360 12.843 6.820 13.098 18.100
236 21.694 8308 0 9673.511 8794.510 9641.728 10647.860 12.861 6.670 12.955 18.770
237 21.783 8308 0 9667.345 8788.585 9652.663 10590.150 12.707 6.675 12.845 18.325
238 21.875 8308 0 9657.857 8781.335 9626.865 10627.355 12.694 6.800 12.685 18.615
239 21.964 8308 0 9587.466 8765.020 9547.628 10529.425 12.322 6.855 12.428 17.470
240 22.053 8308 0 9617.822 8766.625 9598.847 10525.945 12.529 6.795 12.740 17.630
241 22.142 8308 0 9582.034 8759.615 9547.705 10507.440 12.515 6.880 12.638 17.780
242 22.232 8308 0 9599.481 8742.525 9548.123 10610.510 12.719 6.710 12.755 18.620
243 22.321 8308 0 9520.628 8725.400 9474.155 10455.275 12.467 6.455 12.612 18.045
244 22.410 8308 0 9536.007 8718.600 9504.057 10449.265 12.582 6.390 12.665 18.525
245 22.499 8265 0 9508.693 8705.410 9463.380 10447.915 12.284 6.105 12.380 18.175
246 22.588 8265 0 9478.449 8696.490 9443.113 10366.415 11.989 5.935 12.242 17.285
247 22.677 8265 0 9444.047 8682.845 9403.183 10327.840 11.699 5.755 11.935 16.935
248 22.767 8265 0 9439.241 8671.605 9394.328 10341.615 11.491 5.700 11.780 16.415
249 22.855 8265 0 9422.359 8651.740 9378.735 10323.850 11.466 5.420 11.753 16.650
250 22.945 8265 0 9394.704 8634.700 9358.035 10264.715 11.271 5.190 11.525 16.590
251 23.033 8265 0 9375.473 8621.670 9326.012 10277.660 10.937 4.835 11.173 16.330
252 23.122 8252 0 9364.085 8614.670 9322.112 10239.420 10.730 4.795 10.942 16.030
253 23.211 8252 0 9389.056 8604.110 9335.210 10335.540 10.602 4.745 10.688 16.200
254 23.300 8252 0 9374.724 8596.175 9330.712 10285.310 10.294 4.730 10.392 15.565
255 23.390 8252 0 9366.025 8590.230 9319.133 10282.495 9.995 4.715 10.190 14.690
256 23.479 8252 0 9343.729 8580.965 9299.307 10239.760 9.969 4.640 10.065 15.010
257 23.568 8252 0 9381.769 8579.655 9355.513 10262.650 10.075 4.620 10.177 15.225
258 23.656 8252 0 9398.271 8574.750 9364.823 10322.135 10.250 4.555 10.350 15.645
259 23.745 8252 0 9375.710 8571.890 9344.367 10273.560 10.043 4.535 10.163 15.190
260 23.834 8252 0 9344.461 8565.280 9325.775 10179.700 9.797 4.425 9.967 14.660
261 23.923 8252 0 9395.043 8562.285 9373.282 10293.085 10.056 4.385 10.275 15.070
262 24.012 8252 0 9420.567 8563.775 9400.275 10338.235 10.131 4.440 10.335 15.210
263 24.101 8252 0 9400.280 8557.965 9368.265 10338.640 9.995 4.315 10.152 15.205
264 24.190 8252 0 9395.090 8555.220 9386.095 10261.945 9.895 4.300 10.188 14.610
265 24.279 8226 0 9411.688 8550.965 9390.880 10334.835 10.105 4.215 10.288 15.445
266 24.368 8226 0 9394.041 8547.900 9376.400 10293.105 9.920 4.130 10.262 14.685
267 24.457 8226 0 9398.618 8545.415 9391.532 10273.080 9.954 4.095 10.242 14.950
268 24.546 8226 0 9419.566 8542.600 9403.508 10344.705 9.972 4.025 10.390 14.665
269 24.635 8226 0 9441.435 8539.595 9426.537 10387.970 10.056 4.010 10.320 15.310
270 24.724 8226 0 9416.803 8536.430 9406.428 10328.300 9.856 4.005 10.227 14.595
271 24.813 8226 0 9428.907 8533.935 9420.643 10348.670 9.969 4.010 10.218 15.180
272 24.902 8226 0 9387.665 8529.700 9368.530 10303.035 9.818 4.015 10.008 15.050
273 24.991 8226 0 9408.893 8527.925 9393.110 10337.210 9.884 4.030 10.127 15.010
274 25.080 8226 0 9407.617 8526.525 9384.937 10356.750 9.744 4.030 9.910 14.960
